tipo_cliente,metodo_pago,dispositivo,estado_red,region_fiscal,envio
Recurrente,Tarjeta,SmartTV,Intermitente,US,Estandar
Recurrente,Tarjeta,SmartTV,Intermitente,US,Express
Recurrente,Tarjeta,SmartTV,Intermitente,US,Pickup
Recurrente,Tarjeta,SmartTV,Intermitente,APAC,Economico
Recurrente,Tarjeta,SmartTV,Intermitente,APAC,Estandar
Recurrente,Tarjeta,SmartTV,Intermitente,APAC,Express
Recurrente,Tarjeta,SmartTV,Intermitente,APAC,Pickup
Recurrente,Tarjeta,SmartTV,SinConexion,LATAM,Economico
Recurrente,Tarjeta,SmartTV,SinConexion,LATAM,Estandar
Recurrente,Tarjeta,SmartTV,SinConexion,LATAM,Express
Recurrente,Tarjeta,SmartTV,SinConexion,LATAM,Pickup
Recurrente,Tarjeta,SmartTV,SinConexion,EU,Economico
Recurrente,Tarjeta,SmartTV,SinConexion,EU,Estandar
Recurrente,Tarjeta,SmartTV,SinConexion,EU,Express
Recurrente,Tarjeta,SmartTV,SinConexion,EU,Pickup
Recurrente,Tarjeta,SmartTV,SinConexion,US,Economico
Recurrente,Tarjeta,SmartTV,SinConexion,US,Estandar
Recurrente,Tarjeta,SmartTV,SinConexion,US,Express
Recurrente,Tarjeta,SmartTV,SinConexion,US,Pickup
Recurrente,Tarjeta,SmartTV,SinConexion,APAC,Economico
Recurrente,Tarjeta,SmartTV,SinConexion,APAC,Estandar
Recurrente,Tarjeta,SmartTV,SinConexion,APAC,Express
Recurrente,Tarjeta,SmartTV,SinConexion,APAC,Pickup
Recurrente,Tarjeta,Consola,Buena,LATAM,Economico
Recurrente,Tarjeta,Consola,Buena,LATAM,Estandar
Recurrente,Tarjeta,Consola,Buena,LATAM,Express
Recurrente,Tarjeta,Consola,Buena,LATAM,Pickup
Recurrente,Tarjeta,Consola,Buena,EU,Economico
Recurrente,Tarjeta,Consola,Buena,EU,Estandar
Recurrente,Tarjeta,Consola,Buena,EU,Express
Recurrente,Tarjeta,Consola,Buena,EU,Pickup
Recurrente,Tarjeta,Consola,Buena,US,Economico
Recurrente,Tarjeta,Consola,Buena,US,Estandar
Recurrente,Tarjeta,Consola,Buena,US,Express
Recurrente,Tarjeta,Consola,Buena,US,Pickup
Recurrente,Tarjeta,Consola,Buena,APAC,Economico
Recurrente,Tarjeta,Consola,Buena,APAC,Estandar
Recurrente,Tarjeta,Consola,Buena,APAC,Express
Recurrente,Tarjeta,Consola,Buena,APAC,Pickup
Recurrente,Tarjeta,Consola,Media,LATAM,Economico
Recurrente,Tarjeta,Consola,Media,LATAM,Estandar
Recurrente,Tarjeta,Consola,Media,LATAM,Express
Recurrente,Tarjeta,Consola,Media,LATAM,Pickup
Recurrente,Tarjeta,Consola,Media,EU,Economico
Recurrente,Tarjeta,Consola,Media,EU,Estandar
Recurrente,Tarjeta,Consola,Media,EU,Express
Recurrente,Tarjeta,Consola,Media,EU,Pickup
Recurrente,Tarjeta,Consola,Media,US,Economico
Recurrente,Tarjeta,Consola,Media,US,Estandar
Recurrente,Tarjeta,Consola,Media,US,Express
Recurrente,Tarjeta,Consola,Media,US,Pickup
Recurrente,Tarjeta,Consola,Media,APAC,Economico
Recurrente,Tarjeta,Consola,Media,APAC,Estandar
Recurrente,Tarjeta,Consola,Media,APAC,Express
Recurrente,Tarjeta,Consola,Media,APAC,Pickup
Recurrente,Tarjeta,Consola,Lenta,LATAM,Economico
Recurrente,Tarjeta,Consola,Lenta,LATAM,Estandar
Recurrente,Tarjeta,Consola,Lenta,LATAM,Express
Recurrente,Tarjeta,Consola,Lenta,LATAM,Pickup
Recurrente,Tarjeta,Consola,Lenta,EU,Economico
Recurrente,Tarjeta,Consola,Lenta,EU,Estandar
Recurrente,Tarjeta,Consola,Lenta,EU,Express
Recurrente,Tarjeta,Consola,Lenta,EU,Pickup
Recurrente,Tarjeta,Consola,Lenta,US,Economico
Recurrente,Tarjeta,Consola,Lenta,US,Estandar
Recurrente,Tarjeta,Consola,Lenta,US,Express
Recurrente,Tarjeta,Consola,Lenta,US,Pickup
Recurrente,Tarjeta,Consola,Lenta,APAC,Economico
Recurrente,Tarjeta,Consola,Lenta,APAC,Estandar
Recurrente,Tarjeta,Consola,Lenta,APAC,Express
Recurrente,Tarjeta,Consola,Lenta,APAC,Pickup
Recurrente,Tarjeta,Consola,Intermitente,LATAM,Economico
Recurrente,Tarjeta,Consola,Intermitente,LATAM,Estandar
Recurrente,Tarjeta,Consola,Intermitente,LATAM,Express
Recurrente,Tarjeta,Consola,Intermitente,LATAM,Pickup
Recurrente,Tarjeta,Consola,Intermitente,EU,Economico
Recurrente,Tarjeta,Consola,Intermitente,EU,Estandar
Recurrente,Tarjeta,Consola,Intermitente,EU,Express
Recurrente,Tarjeta,Consola,Intermitente,EU,Pickup
Recurrente,Tarjeta,Consola,Intermitente,US,Economico
Recurrente,Tarjeta,Consola,Intermitente,US,Estandar
Recurrente,Tarjeta,Consola,Intermitente,US,Express
Recurrente,Tarjeta,Consola,Intermitente,US,Pickup
Recurrente,Tarjeta,Consola,Intermitente,APAC,Economico
Recurrente,Tarjeta,Consola,Intermitente,APAC,Estandar
Recurrente,Tarjeta,Consola,Intermitente,APAC,Express
Recurrente,Tarjeta,Consola,Intermitente,APAC,Pickup
Recurrente,Tarjeta,Consola,SinConexion,LATAM,Economico
Recurrente,Tarjeta,Consola,SinConexion,LATAM,Estandar
Recurrente,Tarjeta,Consola,SinConexion,LATAM,Express
Recurrente,Tarjeta,Consola,SinConexion,LATAM,Pickup
Recurrente,Tarjeta,Consola,SinConexion,EU,Economico
Recurrente,Tarjeta,Consola,SinConexion,EU,Estandar
Recurrente,Tarjeta,Consola,SinConexion,EU,Express
Recurrente,Tarjeta,Consola,SinConexion,EU,Pickup
Recurrente,Tarjeta,Consola,SinConexion,US,Economico
Recurrente,Tarjeta,Consola,SinConexion,US,Estandar
Recurrente,Tarjeta,Consola,SinConexion,US,Express
Recurrente,Tarjeta,Consola,SinConexion,US,Pickup
Recurrente,Tarjeta,Consola,SinConexion,APAC,Economico
Recurrente,Tarjeta,Consola,SinConexion,APAC,Estandar
Recurrente,Tarjeta,Consola,SinConexion,APAC,Express
Recurrente,Tarjeta,Consola,SinConexion,APAC,Pickup
Recurrente,PayPal,Movil,Buena,LATAM,Economico
Recurrente,PayPal,Movil,Buena,LATAM,Estandar
Recurrente,PayPal,Movil,Buena,LATAM,Express
Recurrente,PayPal,Movil,Buena,LATAM,Pickup
Recurrente,PayPal,Movil,Buena,EU,Economico
Recurrente,PayPal,Movil,Buena,EU,Estandar
Recurrente,PayPal,Movil,Buena,EU,Express
Recurrente,PayPal,Movil,Buena,EU,Pickup
Recurrente,PayPal,Movil,Buena,US,Economico
Recurrente,PayPal,Movil,Buena,US,Estandar
Recurrente,PayPal,Movil,Buena,US,Express
Recurrente,PayPal,Movil,Buena,US,Pickup
Recurrente,PayPal,Movil,Buena,APAC,Economico
Recurrente,PayPal,Movil,Buena,APAC,Estandar
Recurrente,PayPal,Movil,Buena,APAC,Express
Recurrente,PayPal,Movil,Buena,APAC,Pickup
Recurrente,PayPal,Movil,Media,LATAM,Economico
Recurrente,PayPal,Movil,Media,LATAM,Estandar
Recurrente,PayPal,Movil,Media,LATAM,Express
Recurrente,PayPal,Movil,Media,LATAM,Pickup
Recurrente,PayPal,Movil,Media,EU,Economico
Recurrente,PayPal,Movil,Media,EU,Estandar
Recurrente,PayPal,Movil,Media,EU,Express
Recurrente,PayPal,Movil,Media,EU,Pickup
Recurrente,PayPal,Movil,Media,US,Economico
Recurrente,PayPal,Movil,Media,US,Estandar
Recurrente,PayPal,Movil,Media,US,Express
Recurrente,PayPal,Movil,Media,US,Pickup
Recurrente,PayPal,Movil,Media,APAC,Economico
Recurrente,PayPal,Movil,Media,APAC,Estandar
Recurrente,PayPal,Movil,Media,APAC,Express
Recurrente,PayPal,Movil,Media,APAC,Pickup
Recurrente,PayPal,Movil,Lenta,LATAM,Economico
Recurrente,PayPal,Movil,Lenta,LATAM,Estandar
Recurrente,PayPal,Movil,Lenta,LATAM,Express
Recurrente,PayPal,Movil,Lenta,LATAM,Pickup
Recurrente,PayPal,Movil,Lenta,EU,Economico
Recurrente,PayPal,Movil,Lenta,EU,Estandar
Recurrente,PayPal,Movil,Lenta,EU,Express
Recurrente,PayPal,Movil,Lenta,EU,Pickup
Recurrente,PayPal,Movil,Lenta,US,Economico
Recurrente,PayPal,Movil,Lenta,US,Estandar
Recurrente,PayPal,Movil,Lenta,US,Express
Recurrente,PayPal,Movil,Lenta,US,Pickup
Recurrente,PayPal,Movil,Lenta,APAC,Economico
Recurrente,PayPal,Movil,Lenta,APAC,Estandar
Recurrente,PayPal,Movil,Lenta,APAC,Express
Recurrente,PayPal,Movil,Lenta,APAC,Pickup
Recurrente,PayPal,Movil,Intermitente,LATAM,Economico
Recurrente,PayPal,Movil,Intermitente,LATAM,Estandar
Recurrente,PayPal,Movil,Intermitente,LATAM,Express
Recurrente,PayPal,Movil,Intermitente,LATAM,Pickup
Recurrente,PayPal,Movil,Intermitente,EU,Economico
Recurrente,PayPal,Movil,Intermitente,EU,Estandar
Recurrente,PayPal,Movil,Intermitente,EU,Express
Recurrente,PayPal,Movil,Intermitente,EU,Pickup
Recurrente,PayPal,Movil,Intermitente,US,Economico
Recurrente,PayPal,Movil,Intermitente,US,Estandar
Recurrente,PayPal,Movil,Intermitente,US,Express
Recurrente,PayPal,Movil,Intermitente,US,Pickup
Recurrente,PayPal,Movil,Intermitente,APAC,Economico
Recurrente,PayPal,Movil,Intermitente,APAC,Estandar
Recurrente,PayPal,Movil,Intermitente,APAC,Express
Recurrente,PayPal,Movil,Intermitente,APAC,Pickup
Recurrente,PayPal,Movil,SinConexion,LATAM,Economico
Recurrente,PayPal,Movil,SinConexion,LATAM,Estandar
Recurrente,PayPal,Movil,SinConexion,LATAM,Express
Recurrente,PayPal,Movil,SinConexion,LATAM,Pickup
Recurrente,PayPal,Movil,SinConexion,EU,Economico
Recurrente,PayPal,Movil,SinConexion,EU,Estandar
Recurrente,PayPal,Movil,SinConexion,EU,Express
Recurrente,PayPal,Movil,SinConexion,EU,Pickup
Recurrente,PayPal,Movil,SinConexion,US,Economico
Recurrente,PayPal,Movil,SinConexion,US,Estandar
Recurrente,PayPal,Movil,SinConexion,US,Express
Recurrente,PayPal,Movil,SinConexion,US,Pickup
Recurrente,PayPal,Movil,SinConexion,APAC,Economico
Recurrente,PayPal,Movil,SinConexion,APAC,Estandar
Recurrente,PayPal,Movil,SinConexion,APAC,Express
Recurrente,PayPal,Movil,SinConexion,APAC,Pickup
Recurrente,PayPal,Desktop,Buena,LATAM,Economico
Recurrente,PayPal,Desktop,Buena,LATAM,Estandar
Recurrente,PayPal,Desktop,Buena,LATAM,Express
Recurrente,PayPal,Desktop,Buena,LATAM,Pickup
Recurrente,PayPal,Desktop,Buena,EU,Economico
Recurrente,PayPal,Desktop,Buena,EU,Estandar
Recurrente,PayPal,Desktop,Buena,EU,Express
Recurrente,PayPal,Desktop,Buena,EU,Pickup
Recurrente,PayPal,Desktop,Buena,US,Economico
Recurrente,PayPal,Desktop,Buena,US,Estandar
Recurrente,PayPal,Desktop,Buena,US,Express
Recurrente,PayPal,Desktop,Buena,US,Pickup
Recurrente,PayPal,Desktop,Buena,APAC,Economico
Recurrente,PayPal,Desktop,Buena,APAC,Estandar
Recurrente,PayPal,Desktop,Buena,APAC,Express
Recurrente,PayPal,Desktop,Buena,APAC,Pickup
Recurrente,PayPal,Desktop,Media,LATAM,Economico
Recurrente,PayPal,Desktop,Media,LATAM,Estandar
Recurrente,PayPal,Desktop,Media,LATAM,Express
Recurrente,PayPal,Desktop,Media,LATAM,Pickup
Recurrente,PayPal,Desktop,Media,EU,Economico
Recurrente,PayPal,Desktop,Media,EU,Estandar
Recurrente,PayPal,Desktop,Media,EU,Express
Recurrente,PayPal,Desktop,Media,EU,Pickup
Recurrente,PayPal,Desktop,Media,US,Economico
Recurrente,PayPal,Desktop,Media,US,Estandar
Recurrente,PayPal,Desktop,Media,US,Express
Recurrente,PayPal,Desktop,Media,US,Pickup
Recurrente,PayPal,Desktop,Media,APAC,Economico
Recurrente,PayPal,Desktop,Media,APAC,Estandar
Recurrente,PayPal,Desktop,Media,APAC,Express
Recurrente,PayPal,Desktop,Media,APAC,Pickup
Recurrente,PayPal,Desktop,Lenta,LATAM,Economico
Recurrente,PayPal,Desktop,Lenta,LATAM,Estandar
Recurrente,PayPal,Desktop,Lenta,LATAM,Express
Recurrente,PayPal,Desktop,Lenta,LATAM,Pickup
Recurrente,PayPal,Desktop,Lenta,EU,Economico
Recurrente,PayPal,Desktop,Lenta,EU,Estandar
Recurrente,PayPal,Desktop,Lenta,EU,Express
Recurrente,PayPal,Desktop,Lenta,EU,Pickup
Recurrente,PayPal,Desktop,Lenta,US,Economico
Recurrente,PayPal,Desktop,Lenta,US,Estandar
Recurrente,PayPal,Desktop,Lenta,US,Express
Recurrente,PayPal,Desktop,Lenta,US,Pickup
Recurrente,PayPal,Desktop,Lenta,APAC,Economico
Recurrente,PayPal,Desktop,Lenta,APAC,Estandar
Recurrente,PayPal,Desktop,Lenta,APAC,Express
Recurrente,PayPal,Desktop,Lenta,APAC,Pickup
Recurrente,PayPal,Desktop,Intermitente,LATAM,Economico
Recurrente,PayPal,Desktop,Intermitente,LATAM,Estandar
Recurrente,PayPal,Desktop,Intermitente,LATAM,Express
Recurrente,PayPal,Desktop,Intermitente,LATAM,Pickup
Recurrente,PayPal,Desktop,Intermitente,EU,Economico
Recurrente,PayPal,Desktop,Intermitente,EU,Estandar
Recurrente,PayPal,Desktop,Intermitente,EU,Express
Recurrente,PayPal,Desktop,Intermitente,EU,Pickup
Recurrente,PayPal,Desktop,Intermitente,US,Economico
Recurrente,PayPal,Desktop,Intermitente,US,Estandar
Recurrente,PayPal,Desktop,Intermitente,US,Express
Recurrente,PayPal,Desktop,Intermitente,US,Pickup
Recurrente,PayPal,Desktop,Intermitente,APAC,Economico
Recurrente,PayPal,Desktop,Intermitente,APAC,Estandar
Recurrente,PayPal,Desktop,Intermitente,APAC,Express
Recurrente,PayPal,Desktop,Intermitente,APAC,Pickup
Recurrente,PayPal,Desktop,SinConexion,LATAM,Economico
Recurrente,PayPal,Desktop,SinConexion,LATAM,Estandar
Recurrente,PayPal,Desktop,SinConexion,LATAM,Express
Recurrente,PayPal,Desktop,SinConexion,LATAM,Pickup
Recurrente,PayPal,Desktop,SinConexion,EU,Economico
Recurrente,PayPal,Desktop,SinConexion,EU,Estandar
Recurrente,PayPal,Desktop,SinConexion,EU,Express
Recurrente,PayPal,Desktop,SinConexion,EU,Pickup
Recurrente,PayPal,Desktop,SinConexion,US,Economico
Recurrente,PayPal,Desktop,SinConexion,US,Estandar
Recurrente,PayPal,Desktop,SinConexion,US,Express
Recurrente,PayPal,Desktop,SinConexion,US,Pickup
Recurrente,PayPal,Desktop,SinConexion,APAC,Economico
Recurrente,PayPal,Desktop,SinConexion,APAC,Estandar
Recurrente,PayPal,Desktop,SinConexion,APAC,Express
Recurrente,PayPal,Desktop,SinConexion,APAC,Pickup
Recurrente,PayPal,Tableta,Buena,LATAM,Economico
Recurrente,PayPal,Tableta,Buena,LATAM,Estandar
Recurrente,PayPal,Tableta,Buena,LATAM,Express
Recurrente,PayPal,Tableta,Buena,LATAM,Pickup
Recurrente,PayPal,Tableta,Buena,EU,Economico
Recurrente,PayPal,Tableta,Buena,EU,Estandar
Recurrente,PayPal,Tableta,Buena,EU,Express
Recurrente,PayPal,Tableta,Buena,EU,Pickup
Recurrente,PayPal,Tableta,Buena,US,Economico
Recurrente,PayPal,Tableta,Buena,US,Estandar
Recurrente,PayPal,Tableta,Buena,US,Express
Recurrente,PayPal,Tableta,Buena,US,Pickup
Recurrente,PayPal,Tableta,Buena,APAC,Economico
Recurrente,PayPal,Tableta,Buena,APAC,Estandar
Recurrente,PayPal,Tableta,Buena,APAC,Express
Recurrente,PayPal,Tableta,Buena,APAC,Pickup
Recurrente,PayPal,Tableta,Media,LATAM,Economico
Recurrente,PayPal,Tableta,Media,LATAM,Estandar
Recurrente,PayPal,Tableta,Media,LATAM,Express
Recurrente,PayPal,Tableta,Media,LATAM,Pickup
Recurrente,PayPal,Tableta,Media,EU,Economico
Recurrente,PayPal,Tableta,Media,EU,Estandar
Recurrente,PayPal,Tableta,Media,EU,Express
Recurrente,PayPal,Tableta,Media,EU,Pickup
Recurrente,PayPal,Tableta,Media,US,Economico
Recurrente,PayPal,Tableta,Media,US,Estandar
Recurrente,PayPal,Tableta,Media,US,Express
Recurrente,PayPal,Tableta,Media,US,Pickup
Recurrente,PayPal,Tableta,Media,APAC,Economico
Recurrente,PayPal,Tableta,Media,APAC,Estandar
Recurrente,PayPal,Tableta,Media,APAC,Express
Recurrente,PayPal,Tableta,Media,APAC,Pickup
Recurrente,PayPal,Tableta,Lenta,LATAM,Economico
Recurrente,PayPal,Tableta,Lenta,LATAM,Estandar
Recurrente,PayPal,Tableta,Lenta,LATAM,Express
Recurrente,PayPal,Tableta,Lenta,LATAM,Pickup
Recurrente,PayPal,Tableta,Lenta,EU,Economico
Recurrente,PayPal,Tableta,Lenta,EU,Estandar
Recurrente,PayPal,Tableta,Lenta,EU,Express
Recurrente,PayPal,Tableta,Lenta,EU,Pickup
Recurrente,PayPal,Tableta,Lenta,US,Economico
Recurrente,PayPal,Tableta,Lenta,US,Estandar
Recurrente,PayPal,Tableta,Lenta,US,Express
Recurrente,PayPal,Tableta,Lenta,US,Pickup
Recurrente,PayPal,Tableta,Lenta,APAC,Economico
Recurrente,PayPal,Tableta,Lenta,APAC,Estandar
Recurrente,PayPal,Tableta,Lenta,APAC,Express
Recurrente,PayPal,Tableta,Lenta,APAC,Pickup
Recurrente,PayPal,Tableta,Intermitente,LATAM,Economico
Recurrente,PayPal,Tableta,Intermitente,LATAM,Estandar
Recurrente,PayPal,Tableta,Intermitente,LATAM,Express
Recurrente,PayPal,Tableta,Intermitente,LATAM,Pickup
Recurrente,PayPal,Tableta,Intermitente,EU,Economico
Recurrente,PayPal,Tableta,Intermitente,EU,Estandar
Recurrente,PayPal,Tableta,Intermitente,EU,Express
Recurrente,PayPal,Tableta,Intermitente,EU,Pickup
Recurrente,PayPal,Tableta,Intermitente,US,Economico
Recurrente,PayPal,Tableta,Intermitente,US,Estandar
Recurrente,PayPal,Tableta,Intermitente,US,Express
Recurrente,PayPal,Tableta,Intermitente,US,Pickup
Recurrente,PayPal,Tableta,Intermitente,APAC,Economico
Recurrente,PayPal,Tableta,Intermitente,APAC,Estandar
Recurrente,PayPal,Tableta,Intermitente,APAC,Express
Recurrente,PayPal,Tableta,Intermitente,APAC,Pickup
Recurrente,PayPal,Tableta,SinConexion,LATAM,Economico
Recurrente,PayPal,Tableta,SinConexion,LATAM,Estandar
Recurrente,PayPal,Tableta,SinConexion,LATAM,Express
Recurrente,PayPal,Tableta,SinConexion,LATAM,Pickup
Recurrente,PayPal,Tableta,SinConexion,EU,Economico
Recurrente,PayPal,Tableta,SinConexion,EU,Estandar
Recurrente,PayPal,Tableta,SinConexion,EU,Express
Recurrente,PayPal,Tableta,SinConexion,EU,Pickup
Recurrente,PayPal,Tableta,SinConexion,US,Economico
Recurrente,PayPal,Tableta,SinConexion,US,Estandar
Recurrente,PayPal,Tableta,SinConexion,US,Express
Recurrente,PayPal,Tableta,SinConexion,US,Pickup
Recurrente,PayPal,Tableta,SinConexion,APAC,Economico
Recurrente,PayPal,Tableta,SinConexion,APAC,Estandar
Recurrente,PayPal,Tableta,SinConexion,APAC,Express
Recurrente,PayPal,Tableta,SinConexion,APAC,Pickup
Recurrente,PayPal,SmartTV,Buena,LATAM,Economico
Recurrente,PayPal,SmartTV,Buena,LATAM,Estandar
Recurrente,PayPal,SmartTV,Buena,LATAM,Express
Recurrente,PayPal,SmartTV,Buena,LATAM,Pickup
Recurrente,PayPal,SmartTV,Buena,EU,Economico
Recurrente,PayPal,SmartTV,Buena,EU,Estandar
Recurrente,PayPal,SmartTV,Buena,EU,Express
Recurrente,PayPal,SmartTV,Buena,EU,Pickup
Recurrente,PayPal,SmartTV,Buena,US,Economico
Recurrente,PayPal,SmartTV,Buena,US,Estandar
Recurrente,PayPal,SmartTV,Buena,US,Express
Recurrente,PayPal,SmartTV,Buena,US,Pickup
Recurrente,PayPal,SmartTV,Buena,APAC,Economico
Recurrente,PayPal,SmartTV,Buena,APAC,Estandar
Recurrente,PayPal,SmartTV,Buena,APAC,Express
Recurrente,PayPal,SmartTV,Buena,APAC,Pickup
Recurrente,PayPal,SmartTV,Media,LATAM,Economico
Recurrente,PayPal,SmartTV,Media,LATAM,Estandar
Recurrente,PayPal,SmartTV,Media,LATAM,Express
Recurrente,PayPal,SmartTV,Media,LATAM,Pickup
Recurrente,PayPal,SmartTV,Media,EU,Economico
Recurrente,PayPal,SmartTV,Media,EU,Estandar
Recurrente,PayPal,SmartTV,Media,EU,Express
Recurrente,PayPal,SmartTV,Media,EU,Pickup
Recurrente,PayPal,SmartTV,Media,US,Economico
Recurrente,PayPal,SmartTV,Media,US,Estandar
Recurrente,PayPal,SmartTV,Media,US,Express
Recurrente,PayPal,SmartTV,Media,US,Pickup
Recurrente,PayPal,SmartTV,Media,APAC,Economico
Recurrente,PayPal,SmartTV,Media,APAC,Estandar
Recurrente,PayPal,SmartTV,Media,APAC,Express
Recurrente,PayPal,SmartTV,Media,APAC,Pickup
Recurrente,PayPal,SmartTV,Lenta,LATAM,Economico
Recurrente,PayPal,SmartTV,Lenta,LATAM,Estandar
Recurrente,PayPal,SmartTV,Lenta,LATAM,Express
Recurrente,PayPal,SmartTV,Lenta,LATAM,Pickup
Recurrente,PayPal,SmartTV,Lenta,EU,Economico
Recurrente,PayPal,SmartTV,Lenta,EU,Estandar
Recurrente,PayPal,SmartTV,Lenta,EU,Express
Recurrente,PayPal,SmartTV,Lenta,EU,Pickup
Recurrente,PayPal,SmartTV,Lenta,US,Economico
Recurrente,PayPal,SmartTV,Lenta,US,Estandar
Recurrente,PayPal,SmartTV,Lenta,US,Express
Recurrente,PayPal,SmartTV,Lenta,US,Pickup
Recurrente,PayPal,SmartTV,Lenta,APAC,Economico
Recurrente,PayPal,SmartTV,Lenta,APAC,Estandar
Recurrente,PayPal,SmartTV,Lenta,APAC,Express
Recurrente,PayPal,SmartTV,Lenta,APAC,Pickup
Recurrente,PayPal,SmartTV,Intermitente,LATAM,Economico
Recurrente,PayPal,SmartTV,Intermitente,LATAM,Estandar
Recurrente,PayPal,SmartTV,Intermitente,LATAM,Express
Recurrente,PayPal,SmartTV,Intermitente,LATAM,Pickup
Recurrente,PayPal,SmartTV,Intermitente,EU,Economico
Recurrente,PayPal,SmartTV,Intermitente,EU,Estandar
Recurrente,PayPal,SmartTV,Intermitente,EU,Express
Recurrente,PayPal,SmartTV,Intermitente,EU,Pickup
Recurrente,PayPal,SmartTV,Intermitente,US,Economico
Recurrente,PayPal,SmartTV,Intermitente,US,Estandar
Recurrente,PayPal,SmartTV,Intermitente,US,Express
Recurrente,PayPal,SmartTV,Intermitente,US,Pickup
Recurrente,PayPal,SmartTV,Intermitente,APAC,Economico
Recurrente,PayPal,SmartTV,Intermitente,APAC,Estandar
Recurrente,PayPal,SmartTV,Intermitente,APAC,Express
Recurrente,PayPal,SmartTV,Intermitente,APAC,Pickup
Recurrente,PayPal,SmartTV,SinConexion,LATAM,Economico
Recurrente,PayPal,SmartTV,SinConexion,LATAM,Estandar
Recurrente,PayPal,SmartTV,SinConexion,LATAM,Express
Recurrente,PayPal,SmartTV,SinConexion,LATAM,Pickup
Recurrente,PayPal,SmartTV,SinConexion,EU,Economico
Recurrente,PayPal,SmartTV,SinConexion,EU,Estandar
Recurrente,PayPal,SmartTV,SinConexion,EU,Express
Recurrente,PayPal,SmartTV,SinConexion,EU,Pickup
Recurrente,PayPal,SmartTV,SinConexion,US,Economico
Recurrente,PayPal,SmartTV,SinConexion,US,Estandar
Recurrente,PayPal,SmartTV,SinConexion,US,Express
Recurrente,PayPal,SmartTV,SinConexion,US,Pickup
Recurrente,PayPal,SmartTV,SinConexion,APAC,Economico
Recurrente,PayPal,SmartTV,SinConexion,APAC,Estandar
Recurrente,PayPal,SmartTV,SinConexion,APAC,Express
Recurrente,PayPal,SmartTV,SinConexion,APAC,Pickup
Recurrente,PayPal,Consola,Buena,LATAM,Economico
Recurrente,PayPal,Consola,Buena,LATAM,Estandar
Recurrente,PayPal,Consola,Buena,LATAM,Express
Recurrente,PayPal,Consola,Buena,LATAM,Pickup
Recurrente,PayPal,Consola,Buena,EU,Economico
Recurrente,PayPal,Consola,Buena,EU,Estandar
Recurrente,PayPal,Consola,Buena,EU,Express
Recurrente,PayPal,Consola,Buena,EU,Pickup
Recurrente,PayPal,Consola,Buena,US,Economico
Recurrente,PayPal,Consola,Buena,US,Estandar
Recurrente,PayPal,Consola,Buena,US,Express
Recurrente,PayPal,Consola,Buena,US,Pickup
Recurrente,PayPal,Consola,Buena,APAC,Economico
Recurrente,PayPal,Consola,Buena,APAC,Estandar
Recurrente,PayPal,Consola,Buena,APAC,Express
Recurrente,PayPal,Consola,Buena,APAC,Pickup
Recurrente,PayPal,Consola,Media,LATAM,Economico
Recurrente,PayPal,Consola,Media,LATAM,Estandar
Recurrente,PayPal,Consola,Media,LATAM,Express
Recurrente,PayPal,Consola,Media,LATAM,Pickup
Recurrente,PayPal,Consola,Media,EU,Economico
Recurrente,PayPal,Consola,Media,EU,Estandar
Recurrente,PayPal,Consola,Media,EU,Express
Recurrente,PayPal,Consola,Media,EU,Pickup
Recurrente,PayPal,Consola,Media,US,Economico
Recurrente,PayPal,Consola,Media,US,Estandar
Recurrente,PayPal,Consola,Media,US,Express
Recurrente,PayPal,Consola,Media,US,Pickup
Recurrente,PayPal,Consola,Media,APAC,Economico
Recurrente,PayPal,Consola,Media,APAC,Estandar
Recurrente,PayPal,Consola,Media,APAC,Express
Recurrente,PayPal,Consola,Media,APAC,Pickup
Recurrente,PayPal,Consola,Lenta,LATAM,Economico
Recurrente,PayPal,Consola,Lenta,LATAM,Estandar
Recurrente,PayPal,Consola,Lenta,LATAM,Express
Recurrente,PayPal,Consola,Lenta,LATAM,Pickup
Recurrente,PayPal,Consola,Lenta,EU,Economico
Recurrente,PayPal,Consola,Lenta,EU,Estandar
Recurrente,PayPal,Consola,Lenta,EU,Express
Recurrente,PayPal,Consola,Lenta,EU,Pickup
Recurrente,PayPal,Consola,Lenta,US,Economico
Recurrente,PayPal,Consola,Lenta,US,Estandar
Recurrente,PayPal,Consola,Lenta,US,Express
Recurrente,PayPal,Consola,Lenta,US,Pickup
Recurrente,PayPal,Consola,Lenta,APAC,Economico
Recurrente,PayPal,Consola,Lenta,APAC,Estandar
Recurrente,PayPal,Consola,Lenta,APAC,Express
Recurrente,PayPal,Consola,Lenta,APAC,Pickup
Recurrente,PayPal,Consola,Intermitente,LATAM,Economico
Recurrente,PayPal,Consola,Intermitente,LATAM,Estandar
Recurrente,PayPal,Consola,Intermitente,LATAM,Express
Recurrente,PayPal,Consola,Intermitente,LATAM,Pickup
Recurrente,PayPal,Consola,Intermitente,EU,Economico
Recurrente,PayPal,Consola,Intermitente,EU,Estandar
Recurrente,PayPal,Consola,Intermitente,EU,Express
Recurrente,PayPal,Consola,Intermitente,EU,Pickup
Recurrente,PayPal,Consola,Intermitente,US,Economico
Recurrente,PayPal,Consola,Intermitente,US,Estandar
Recurrente,PayPal,Consola,Intermitente,US,Express
Recurrente,PayPal,Consola,Intermitente,US,Pickup
Recurrente,PayPal,Consola,Intermitente,APAC,Economico
Recurrente,PayPal,Consola,Intermitente,APAC,Estandar
